Profession,Link,Tags
Администратор базы данных,https://hh.ru/vacancy/101301821,"['Грамотная речь', 'Коммуникабельность', 'Пользователь ПК', 'Высокая скорость печати']"
Администратор базы данных,https://hh.ru/vacancy/100384772,"['Администрирование баз данных', 'Работа в команде', 'Опытный пользователь ПК', 'Способность работать с документами', 'Опыт работы с клиентами', 'Базы данных', 'Работа в условиях многозадачности', 'Работа в коллективе']"
Администратор базы данных,https://hh.ru/vacancy/81050853,"['MS Excel', 'Телефонные переговоры', 'исходящие звонки', 'Консультирование клиентов по телефону', 'Ориентация на результат']"
Администратор базы данных,https://hh.ru/vacancy/102372347,"['PostgreSQL', 'Clickhouse', 'MySQL', 'Linux']"
ERP-программист,https://hh.ru/vacancy/102132489,"['1С программирование', 'XML', 'ООП', '1С: Предприятие 8', 'Бизнес-анализ', '1C: ERP', 'ERP-системы на базе 1С', 'Базы данных', 'Обновление конфигурации 1С']"
ERP-программист,https://hh.ru/vacancy/97538573,"['1C ERP', 'Моделирование бизнес процессов', 'Удаленная работа', 'Управление проектами', 'ERP-системы на базе 1С', 'Высокий уровень самоорганизации']"
ERP-программист,https://hh.ru/vacancy/102333302,"['1С программирование', 'Оптимизация кода', 'Оптимизация запросов', 'Управленческий учет', '1С: Бухгалтерия', 'Обновление конфигурации 1С']"
Тестировщик программного обеспечения (ПО),https://hh.ru/vacancy/102363641,"['Linux', 'C/C++']"
Тестировщик программного обеспечения (ПО),https://hh.ru/vacancy/102338915,"['Тестирование', 'Jmeter', 'Функциональное тестирование', 'SoapUI', 'Тестирование пользовательского интерфейса', 'Нагрузочное тестирование', 'SQL', 'XML', 'Black box testing', 'Postman', 'Ручное тестирование', 'Selenium IDE', 'JSON', 'QA']"
Тестировщик программного обеспечения (ПО),https://hh.ru/vacancy/90927479,"['Python', 'MS Exchange', 'ActiveDirectory', 'MySQL', 'SQL']"
Тестировщик программного обеспечения (ПО),https://hh.ru/vacancy/102377839,"['QA', 'Jenkins', 'SQL', 'Selenium', 'Selenide', 'REST', 'API', 'Функциональное тестирование']"
Тестировщик программного обеспечения (ПО),https://hh.ru/vacancy/102091263,"['SQL', 'Функциональное тестирование', 'Регрессионное тестирование', 'Тестирование', 'Проведение тестирований', 'Тестирование пользовательского интерфейса', 'Postman']"
Тестировщик программного обеспечения (ПО),https://hh.ru/vacancy/102337377,['Тестирование']
Тестировщик программного обеспечения (ПО),https://hh.ru/vacancy/101324518,"['QA', 'Swagger', 'Тестирование', 'Postman', 'Работа в команде']"
Системный администратор,https://hh.ru/vacancy/100133403,"['Ремонт ПК', 'Настройка ПК', 'Сборка ПК', 'Настройка сетевых подключений', 'Настройка ПО', 'TCP/IP', 'Системы видеонаблюдения', 'Windows 7', 'Windows Xp', 'Прокладка кабелей', 'Работа с клиентами', 'Системный анализ', 'системный администратор', 'Информационные технологии', 'Системное администрирование', 'проектирование СКУД', 'Системный подход', 'Проектирование ЛВС', 'VLAN', 'LAN', 'ВОЛС', 'Автоматизация процессов', 'Локальные сети', 'Сетевые технологии', 'Техническая поддержка', 'Офисная техника', 'Схемотехника электронного оборудования', 'Техническое обслуживание', 'Администрирование', 'Работа с оргтехникой']"
Системный администратор,https://hh.ru/vacancy/101986995,"['Техническая документация', 'Проектная документация', 'Разработка инструкций', 'Разработка проектной документации', 'Разработка технической документации', 'Эксплуатационные документы', 'DevOps', 'Администрирование серверов Linux']"
Системный администратор,https://hh.ru/vacancy/98984005,"['Linux', 'Администрирование сетевого оборудования', 'Настройка ПК', 'Настройка ПО', 'Офисная техника', 'Системное администрирование', 'Администрирование серверов Windows', 'Администрирование серверов Linux', 'Ремонт ПК', 'Сборка ПК', 'Администрирование', 'Техническая поддержка', 'MikroTik', 'Ubuntu Server', 'Обеспечение антивирусной защиты', 'Антивирусная защита сети']"
Системный администратор,https://hh.ru/vacancy/101025551,"['Linux', 'Администрирование серверов Linux', 'Cisco']"
Системный администратор,https://hh.ru/vacancy/101973898,"['1С-Битрикс', '1С: Документооборот', 'Техническая поддержка', 'Администрирование']"
Системный администратор,https://hh.ru/vacancy/102139201,"['Техническая поддержка', 'Active Directory', 'Настройка сетевых подключений']"
Системный администратор,https://hh.ru/vacancy/98352832,"['Работа в условиях многозадачности', 'системный администратор', '1C: Предприятие', 'MS Visio', 'Умение работать в коллективе', 'Стремление к профессиональному росту', 'Хорошая обучаемость', 'Высшее образование', 'Windows Server', 'Linux', 'VMware', 'Citrix', 'GIS', 'ГИС', 'Виртуализация', 'Virtualization', 'ELK', 'Hardware', 'Системное мышление']"
Технический писатель,https://hh.ru/vacancy/101986995,"['Техническая документация', 'Проектная документация', 'Разработка инструкций', 'Разработка проектной документации', 'Разработка технической документации', 'Эксплуатационные документы', 'DevOps', 'Администрирование серверов Linux']"
Технический писатель,https://hh.ru/vacancy/101986996,"['Техническая документация', 'Проектная документация', 'Разработка инструкций', 'Разработка проектной документации', 'Разработка технической документации', 'Эксплуатационные документы', 'DevOps', 'Администрирование серверов Linux']"
Технический писатель,https://hh.ru/vacancy/102251922,"['Agile', 'API', 'SQL', 'Ведение переговоров', 'Бизнес-анализ', 'Аналитическое мышление', 'MS Access', 'Сбор и анализ информации', 'Анализ данных']"
Технический писатель,https://hh.ru/vacancy/97049364,"['PowerPoint', 'MS Office']"
Технический писатель,https://hh.ru/vacancy/101972743,"['MS Visio', 'HTML', 'Разработка технических заданий', 'Тестирование', 'Аудит']"
Технический писатель,https://hh.ru/vacancy/97357608,"['Техническая документация', 'ЕСКД', 'ЕСПД', 'Проектная документация', 'Разработка технических заданий', 'Разработка технической документации']"
Технический писатель,https://hh.ru/vacancy/102379405,"['Разработка технических заданий', 'Техническая документация', 'Ведение документации', 'Разработка инструкций', 'Разработка проектной документации', 'Разработка технической документации', 'Моделирование бизнес процессов', 'Эксплуатационные документы', 'Сбор и анализ информации', 'ГОСТ', 'Разработка регламентов', 'Проектная документация', 'Работа с большим объемом информации']"
Администратор сайта,https://hh.ru/vacancy/101369156,"['MS Excel', 'Внимательность', 'Ответственность', 'Грамотная письменная речь', '1С', 'Исполнительность', 'Пунктуальность', 'Английский язык']"
Администратор сайта,https://hh.ru/vacancy/102384392,"['Администрирование', 'Администрирование сайтов', 'Администрирование серверов Windows', 'Административная поддержка руководителя', 'Навыки межличностного общения', 'Adobe Photoshop', 'Внутренний контроль', 'Умение планировать', 'Исполнение личных поручений руководителя', 'Графические редакторы', 'Управление временем', 'Общественное питание', 'Windows Vista', '1С: Предприятие', 'Настройка сетевых подключений', 'Настройка ПО', 'Ведение переписки', '1С: Предприятие: Розница']"
Администратор сайта,https://hh.ru/vacancy/102093504,"['Администрирование сайтов', 'Google Analytics', 'Яндекс.Метрика', 'Google AdWords', 'PHP']"
Администратор сайта,https://hh.ru/vacancy/100084697,"['Adobe Photoshop', 'Графические редакторы', 'SEO оптимизация', 'Яндекс.Директ', 'Продвижение сайтов', 'HTML', 'Социальные сети', 'Наполнение контентом', 'Деловая переписка', 'Поисковые системы', 'Администрирование сайтов', '1С-Битрикс', '1С: Комплексная автоматизация']"
Администратор сайта,https://hh.ru/vacancy/100353620,"['Наполнение контентом', 'Написание текстов', 'Администрирование сайтов']"
Администратор сайта,https://hh.ru/vacancy/100316875,"['Adobe Photoshop', 'Наполнение контентом', 'SMM', 'Администрирование сайтов', 'Управление интернет-проектами', 'Internet Marketing']"
Администратор сайта,https://hh.ru/vacancy/101280645,"['Креативность', 'Работа с большим объемом информации', 'Навыки межличностного общения', 'Высокая скорость печати', 'Пользователь ПК', 'Работа в команде', 'Грамотная речь']"
Бизнес-аналитик ,https://hh.ru/vacancy/102305874,['Бизнес-анализ']
Бизнес-аналитик ,https://hh.ru/vacancy/102045107,"['SQL', 'MS PowerPoint', 'MS SQL', 'MS Access', 'ETL', 'Базы данных', 'Работа с базами данных', 'Анализ данных', 'Data warehouse', 'DWH']"
Бизнес-аналитик ,https://hh.ru/vacancy/102135387,"['SQL', 'Power BI', 'Работа с базами данных']"
Бизнес-аналитик ,https://hh.ru/vacancy/101372053,"['Бизнес-анализ', 'Подготовка презентаций', 'Аналитическое мышление']"
Бизнес-аналитик ,https://hh.ru/vacancy/102380016,"['SQL', 'Postman', 'CRM', 'MS Excel', 'MS PowerPoint']"
Специалист по информационной безопасности,https://hh.ru/vacancy/102062646,"['Информационные технологии', 'Технические средства информационной защиты', 'Технические системы и средства безопасности', 'Разработка инструкций', 'Информационная безопасность', 'Деловая коммуникация']"
Специалист по информационной безопасности,https://hh.ru/vacancy/102390482,"['Организаторские навыки', 'Информационные технологии', 'Работа в команде']"
Специалист по информационной безопасности,https://hh.ru/vacancy/98422878,"['TCP/IP', 'LDAP', 'DNS', 'IPSec', 'SSL']"
Специалист по информационной безопасности,https://hh.ru/vacancy/101756967,"['Информационная безопасность', 'Информационные технологии', 'Lotus']"
Веб-программист,https://hh.ru/vacancy/101581577,"['Google Analytics', 'Google AdWords', 'WEB аналитика', 'MyTarget']"
Веб-программист,https://hh.ru/vacancy/100742804,['Разработка сайтов']
Веб-программист,https://hh.ru/vacancy/102120016,"['HTML', 'Git', 'JavaScript', 'jQuery', 'PHP', 'CSS3', 'Vue.js']"
Веб-программист,https://hh.ru/vacancy/101319173,"['HTML', 'PHP', 'CSS']"
Веб-программист,https://hh.ru/vacancy/101421540,"['HTML', 'Joomla CMS', 'CSS', 'Adobe Photoshop', 'PHP']"
Веб-программист,https://hh.ru/vacancy/100339471,"['Figma', 'HTML', 'Adobe Photoshop', 'CSS3', 'Bootstrap', 'PHP', 'JavaScript', 'CMS Wordpress', '1С-Битрикс']"
Веб-программист,https://hh.ru/vacancy/102339641,"['JavaScript', 'jQuery', 'PHP', 'MySQL', 'HTML']"
Программист,https://hh.ru/vacancy/100558715,"['Деловая коммуникация', 'Работа в команде', 'B2B Продажи', 'B2C продажи', 'B2G продажи', 'Тендеры', 'Участие в Тендерах', 'Ведение переговоров', 'Телефонные переговоры', 'Навыки продаж', 'Поиск и привлечение клиентов']"
Программист,https://hh.ru/vacancy/102376887,"['C#', 'SQL', 'ELMA']"
Программист,https://hh.ru/vacancy/102392825,"['SQL', 'Разработка инструкций', 'MS Access', 'Многозадачность', 'Организация рабочего процесса']"
Программист 1С,https://hh.ru/vacancy/98498373,"['1С программирование', '1С: Управление Производственным Предприятием', 'Оптимизация бизнес-процессов', 'MS SQL', 'Интеграции']"
Программист 1С,https://hh.ru/vacancy/96497308,"['1С программирование', '1С: Управление Производственным Предприятием', '1С-Битрикс', 'SQL', '1С: Комплексная автоматизация', 'Разработка инструкций', '1С: Управление предприятием']"
Программист 1С,https://hh.ru/vacancy/102380043,"['1С программирование', 'HTML', '1С: Предприятие 8', 'MySQL', 'ООП']"
Программист 1С,https://hh.ru/vacancy/96435253,"['1С: Предприятие 8', '1С программирование', 'Аналитическое мышление', 'ERP-системы на базе 1С', 'SQL', 'JavaScript', 'Java', 'Git', 'HTML', 'MS SQL']"
Системный программист,https://hh.ru/vacancy/100101734,"['Linux', 'x86', 'QEMU', 'ARM', 'Verilog HDL', 'RTL', 'FPGA', 'Embedded']"
Системный программист,https://hh.ru/vacancy/98490847,"['ORACLE', 'СУБД', 'SQL', 'API', 'SOAP', 'REST', 'XML', 'JSON API', 'UML', 'BPMN']"
Системный программист,https://hh.ru/vacancy/94393784,"['C', 'RTL', 'Verilog HDL', 'Linux', 'x86', 'ARM']"
Системный программист,https://hh.ru/vacancy/100707234,"['Linux', 'TCP/IP', 'UDP', 'Английский язык', 'Modbus']"
Системный программист,https://hh.ru/vacancy/102392641,"['Системное мышление', 'Моделирование бизнес процессов', 'Системный анализ', '1С', 'Scrum', 'Бизнес-анализ', 'Разработка технических заданий']"
Системный программист,https://hh.ru/vacancy/93232498,"['Linux', 'Windows Os', 'Продвинутый пользователь ПК', 'Модель OSI']"
Системный программист,https://hh.ru/vacancy/102078419,"['Git', 'Linux', 'Bash', 'SQL', 'Python', 'TCP/IP', 'IPTables']"
ERP-консультант,https://hh.ru/vacancy/93889453,"['Грамотная речь', '1С: Управление предприятием', 'Знание 1С', '1C: Предприятие', 'Работа в условиях многозадачности']"
ERP-консультант,https://hh.ru/vacancy/99691741,['SAP']
ERP-консультант,https://hh.ru/vacancy/99821283,"['Дружелюбность', 'Многозадачность', 'Дружелюбие', 'Умение слушать', 'Быстро учусь', 'Офисные программы', 'ERP-системы на базе 1С', 'Моделирование бизнес процессов', '1C: Бухгалтерия', '1C: Зарплата и кадры', 'ERP', '1С: Управление предприятием', '1С: Предприятие 8', 'Аналитическое мышление', 'Грамотная речь', 'Работа в команде', '1С: Управление Торговлей', '1С: Управление Производственным Предприятием']"
ERP-консультант,https://hh.ru/vacancy/102375902,"['ERP', 'ERP-системы на базе 1С', 'Бизнес-анализ', 'Постановка задач разработчикам', 'Retail']"
ERP-консультант,https://hh.ru/vacancy/95862299,"['ERP-системы на базе 1С', 'Постановка задач разработчикам', 'Разработка технических заданий', 'Проведение тестирований', '1С: Комплексная автоматизация']"
ERP-консультант,https://hh.ru/vacancy/100386175,"['1С программирование', '1С: Бухгалтерия', '1С: Предприятие 8', '1С: Зарплата и управление персоналом', '1С: Управление Торговлей', '1С: Управление Производственным Предприятием', '1С: Торговля', '1С разработка', 'ERP-системы на базе 1С', 'Управленческий учет', 'Аналитическое мышление']"
ERP-консультант,https://hh.ru/vacancy/102345669,"['1С: Предприятие 8', 'ERP-системы на базе 1С', 'Разработка инструкций', 'Постановка задач разработчикам']"
ERP-консультант,https://hh.ru/vacancy/102344614,"['1С: Предприятие 8', '1С программирование', 'ERP-системы на базе 1С', 'Постановка задач разработчикам', 'Разработка технических заданий', 'Разработка инструкций']"
ERP-консультант,https://hh.ru/vacancy/101693665,"['ERP', 'удаленная работа', '1С']"
Корпоративный архитектор,https://hh.ru/vacancy/99011384,"['Проектирование зданий и сооружений', 'Архитектура', 'Ведение документации', 'Умение работать в коллективе']"
Корпоративный архитектор,https://hh.ru/vacancy/97454741,"['SQL', 'Работа с базами данных', 'MDM', 'НСИ', 'Docker', 'CI/CD']"
Корпоративный архитектор,https://hh.ru/vacancy/99388036,"['Активные продажи', 'Прямые продажи', 'Планирование продаж', 'Консультирование клиентов', 'Ориентация на результат', 'Клиентоориентированность', 'Ответственность', 'Деловое общение', 'Навыки продаж', 'Заключение договоров']"
Корпоративный архитектор,https://hh.ru/vacancy/102374180,"['Английский язык', 'SQL', 'C#', 'Vue.js', 'MS SQL']"
Корпоративный архитектор,https://hh.ru/vacancy/100376464,"['Adobe Photoshop', 'Креативность', 'ArchiCAD', 'Дизайн', 'Художественный вкус', 'Проектирование', 'Архитектура', 'Autodesk Revit', 'Разработка концепции']"
Корпоративный архитектор,https://hh.ru/vacancy/95993923,"['Autodesk Revit', 'Проектирование зданий и сооружений', 'Разработка концепции', 'Архитектурная деятельность', 'Проектирование', 'Архитектура', 'Дизайн', 'Визуализация', 'Дизайн интерьера', 'BIM']"
QA-инженер,https://hh.ru/vacancy/81886136,"['SQL', 'Тестирование', 'Jmeter', 'Java', 'C#', 'Python', 'Selenium IDE', 'REST']"
QA-инженер,https://hh.ru/vacancy/98484212,"['Функциональное тестирование', 'Регрессионное тестирование', 'Postman', 'SQL', 'Git', 'Atlassian Jira', 'Atlassian Confluence', 'Redmine']"
QA-инженер,https://hh.ru/vacancy/100087501,"['Scrum', 'Тестирование', 'QA', 'Умение принимать решения', 'Широкий кругозор', 'Любознательность']"
QA-инженер,https://hh.ru/vacancy/102354303,"['SQL', 'Atlassian Jira', 'Java', 'Atlassian Confluence', 'Git', 'Test case', 'Тестирование', 'Регресcионное тестирование', 'Нагрузочное тестирование', 'Функциональное тестирование', 'Тестирование пользовательского интерфейса']"
QA-инженер,https://hh.ru/vacancy/98791630,"['Тестирование', 'SQL', 'Chrome DevTools']"
QA-инженер,https://hh.ru/vacancy/88203143,"['Java', 'Kotlin', 'Android', 'Android SDK', 'Apache Maven']"
QA-инженер,https://hh.ru/vacancy/88202972,"['Тестирование', 'Функциональное тестирование', 'Автоматизированное тестирование', 'Java']"
SEO-специалист,https://hh.ru/vacancy/101986835,"['Немецкий язык', 'SEO оптимизация', 'Интернет маркетинг', 'Внешняя оптимизация сайта', 'внутренний аудит сайта', 'внешний аудит сайта', 'Продвижение сайтов', 'Веб-программирование', 'Лидогенерация', 'Поисковая оптимизация сайтов']"
SEO-специалист,https://hh.ru/vacancy/102130604,"['SEO', 'HTML', 'Google Analytics']"
SEO-специалист,https://hh.ru/vacancy/100402725,"['Обучение персонала', 'Работа с большим объемом информации', 'SEO']"
SEO-специалист,https://hh.ru/vacancy/101960534,"['SEO оптимизация', 'Google Analytics', 'SEO-копирайтинг', 'SEO', 'CMS Wordpress', 'Joomla CMS', 'HTML', 'Аудит поисковой видимости сайта', 'Wordpress']"
SEO-специалист,https://hh.ru/vacancy/102378402,"['внутренний аудит сайта', 'Поисковые системы', 'Google Analytics', 'Яндекс.Метрика', 'Составление семантического ядра', 'Внутренняя оптимизация сайта', 'Аудит поисковой видимости сайта', 'Продвижение сайтов']"
Data Scientist,https://hh.ru/vacancy/101759943,"['Python', 'PyTorch', 'Keras', 'Математический анализ']"
Data Scientist,https://hh.ru/vacancy/101766661,"['Data Science', 'Python', 'SQL', 'Аналитические исследования', 'Базы данных']"
Data Scientist,https://hh.ru/vacancy/102367569,"['Data Science', 'Machine Learning', 'Математическое моделирование', 'Прогнозирование', 'Математическая статистика', 'Python', 'Машинное обучение']"
Data Scientist,https://hh.ru/vacancy/100718522,"['Data Scientist', 'Python', 'SQL', 'Spark']"
Data Scientist,https://hh.ru/vacancy/89237775,"['Python', 'ML', 'СУБД', 'Linux']"
Data Scientist,https://hh.ru/vacancy/100691966,"['Data science', 'Machine learning', 'Python', 'Numpy', 'Pandas', 'Matplotlib', 'Seaborn', 'Clickhouse', 'PostgreSQL', 'Git', 'TensorFlow', 'Keras', 'PyTorch']"
Data Scientist,https://hh.ru/vacancy/102371155,"['Python', 'Математическая статистика', 'Data Analysis', 'Обучение и развитие', 'Базы данных', 'Аналитическое мышление', 'PyTorch', 'Linux', 'ML']"
Data Scientist,https://hh.ru/vacancy/100077910,"['Python', 'SQL', 'Обучение и развитие', 'Data Mining', 'Английский язык', 'Бизнес-анализ', 'Аналитика', 'MS SQL', 'Data Analysis', 'Linux', 'Data Scientist', 'QlikView', 'Статистический анализ', 'Big Data', 'DataLens', 'Hadoop', 'Spark', 'PostgreSQL']"
Frontend разработчик,https://hh.ru/vacancy/102291041,"['JavaScript', 'Git', 'Vue.js', 'CSS', 'TypeScript', 'HTML5', 'Frontend', 'HTML/CSS', 'JS', 'CSS3', 'Less', 'Sass']"
Frontend разработчик,https://hh.ru/vacancy/102308591,"['React', 'JavaScript', 'ES6', 'TypeScript', 'HTML5', 'CSS3', 'REST', 'Git']"
Frontend разработчик,https://hh.ru/vacancy/102306060,"['JavaScript', 'Vue.js', 'Блокчейн', 'Blockchain', 'NFT', 'Exchange', 'Cryptocurrency', 'DeFi', 'Swap', 'Bitcoin', 'Ethereum', 'Tokens', 'ERC-20', 'ERC-721', 'WebSocket', 'GraphQL', 'Web3', 'React', 'CSS3', 'Frontend', 'Sass', 'Vuex', 'VueJS', 'API']"
Frontend разработчик,https://hh.ru/vacancy/101986881,"['JavaScript', 'React', 'HTML', 'CSS', 'JSON', 'Redux', 'TypeScript', 'Webpack', 'Nest.js', 'Git', 'Teamleading', 'Работа в команде', 'Коммуникативные навыки']"
Frontend разработчик,https://hh.ru/vacancy/102083520,"['Node.js', 'React', 'PostgreSQL', 'MariaDB', 'TypeScript', 'Работа в команде']"
Frontend разработчик,https://hh.ru/vacancy/102390287,"['HTML', 'CSS', 'JavaScript', 'Git']"
Frontend разработчик,https://hh.ru/vacancy/101370983,"['Git', 'HTML', 'CSS', 'JavaScript', 'React', 'TypeScript']"
Frontend разработчик,https://hh.ru/vacancy/102389522,"['JavaScript', 'TypeScript', 'HTTP', 'Node.js']"
Backend разработчик,https://hh.ru/vacancy/102300362,"['Golang', 'Go', 'REST API', 'HTTP', 'Docker', 'RabbitMQ', 'Backend', 'WebSockets', 'SQL', 'Unix', 'Git', 'Linux', 'PostgreSQL', 'Базы данных', 'Redis', 'Nginx', 'gRPC']"
Backend разработчик,https://hh.ru/vacancy/100100724,"['MySQL', 'PHP', 'Laravel', 'Fintech', 'Backend', 'Оптимизация кода', 'Оптимизация процессов', 'Redis', 'Docker', 'Symfony', 'SOLID', 'Frontend', 'MongoDB', 'Clickhouse', 'Elasticsearch', 'Yii', 'Linux', 'Vue', 'React.js', 'Kafka', 'RabbitMQ', 'PostgreSQL']"
Backend разработчик,https://hh.ru/vacancy/102083520,"['Node.js', 'React', 'PostgreSQL', 'MariaDB', 'TypeScript', 'Работа в команде']"
Backend разработчик,https://hh.ru/vacancy/101748360,"['PHP', 'MySQL', 'Symfony', 'Composer', 'JS', 'CSS', 'HTML', 'Git']"
Backend разработчик,https://hh.ru/vacancy/100735604,"['PostgreSQL', 'SQL', 'Docker', 'JavaScript', 'HTML', 'MS SQL', 'TypeScript', 'Backend', 'Vue.js', 'JS', 'Node.js', 'Git']"
Backend разработчик,https://hh.ru/vacancy/102348258,"['PHP', 'MySQL', 'Framework', 'HTML', 'CSS', 'JS', 'Jetbrains Phpstorm', 'Соблюдение дедлайнов', 'Работа в команде']"
Backend разработчик,https://hh.ru/vacancy/102344739,"['Golang', 'Linux', 'gRPC', 'PostgreSQL', 'MongoDB', 'RabbitMQ', 'Docker']"
Мобильный разработчик,https://hh.ru/vacancy/101521695,"['Kotlin', 'Swift', 'iOS', 'Android', 'ООП']"
Мобильный разработчик,https://hh.ru/vacancy/102366320,"['Работа в графических редакторах', 'Git', 'Xamarin', 'C#', 'WPF', 'Adobe Photoshop']"
Мобильный разработчик,https://hh.ru/vacancy/100075193,"['JavaScript', 'TypeScript', 'React Native', 'React', 'Git', 'REST API']"
Мобильный разработчик,https://hh.ru/vacancy/102351746,"['C#', 'PostgreSQL', 'Android', 'MS SQL', '.NET Core', '.NET Framework', 'WPF', 'EF Core', 'Git']"
Мобильный разработчик,https://hh.ru/vacancy/101730378,"['Kotlin', 'Flutter', 'Dart', 'Core ML']"
Мобильный разработчик,https://hh.ru/vacancy/101247170,"['Redux', 'React', 'Git', 'JavaScript', 'Android', 'react native', 'typescript', 'MobX']"
Мобильный разработчик,https://hh.ru/vacancy/100049548,"['it', 'торговая площадка']"
Веб-аналитик,https://hh.ru/vacancy/100385214,"['Google Tag Manager', 'Google Analytics', 'Яндекс.Метрика', 'Яндекс.Директ', 'Power Query', 'Data Studio', 'Power BI']"
Веб-аналитик,https://hh.ru/vacancy/102368637,"['Анализ бизнес показателей', 'Бизнес-анализ', 'Системный анализ', 'WEB аналитика', 'Веб-аналитика', 'Сбор и анализ информации', 'Работа с системами аналитики', 'Системный подход']"
Веб-аналитик,https://hh.ru/vacancy/101744657,"['WEB аналитика', 'Google Analytics', 'Яндекс.Метрика']"
Веб-аналитик,https://hh.ru/vacancy/101744658,"['WEB аналитика', 'Google Analytics', 'Яндекс.Метрика']"
Веб-аналитик,https://hh.ru/vacancy/101744659,"['WEB аналитика', 'Google Analytics', 'Яндекс.Метрика']"
Веб-аналитик,https://hh.ru/vacancy/102340638,"['SQL', 'Веб-аналитика', 'Яндекс.Метрика', 'Google Analytics']"
Веб-аналитик,https://hh.ru/vacancy/102340639,"['SQL', 'Веб-аналитика', 'Яндекс.Метрика', 'Google Analytics']"
Веб-аналитик,https://hh.ru/vacancy/102336431,"['SQL', 'Сбор и анализ информации', 'Atlassian Confluence', 'Анализ бизнес показателей', 'Маркетинговый анализ', 'Базы данных', 'Atlassian Jira', 'Аналитическое мышление', 'Python', 'Работа с большим объемом информации', 'Работа с базами данных']"
Специалист по информационным ресурсам,https://hh.ru/vacancy/89752631,"['Грамотная речь', 'Работа в команде', 'Обучение и развитие', 'Клиентоориентированность', 'Работа с большим объемом информации', 'Поддержка пользователей']"
Специалист по информационным ресурсам,https://hh.ru/vacancy/99564782,"['Грамотная речь', 'Работа в команде', 'Работа с большим объемом информации', 'Обучение и развитие', 'Поддержка пользователей', 'Клиентоориентированность']"
Специалист по информационным ресурсам,https://hh.ru/vacancy/100351826,"['Грамотная речь', 'Работа в команде', 'Грамотность', 'Работа с большим объемом информации', 'Поддержка пользователей']"
Специалист по информационным ресурсам,https://hh.ru/vacancy/101312142,"['Опытный пользователь ПК', 'MS PowerPoint', 'CorelDRAW', 'Adobe Photoshop']"
Дизайнер интерфейсов,https://hh.ru/vacancy/92366193,"['Figma', 'API', 'Техническая документация', 'UX/UI', 'UX', 'UI', 'MS Office']"
Дизайнер интерфейсов,https://hh.ru/vacancy/102130594,"['Figma', 'Web-дизайн', 'Прототипирование', 'Design']"
Дизайнер интерфейсов,https://hh.ru/vacancy/95472252,"['Figma', 'Adobe Photoshop', 'Adobe Illustrator']"
Дизайнер интерфейсов,https://hh.ru/vacancy/101758810,"['UX', 'UI', 'Дизайн интерфейсов', 'Web-дизайн', 'Figma', 'Прототипирование', 'Проектирование пользовательских интерфейсов', 'Разработка концепции', 'Креативность', 'Навыки презентации', 'Английский язык', 'Тестирование пользовательского интерфейса']"
Дизайнер интерфейсов,https://hh.ru/vacancy/101756312,"['Figma', 'UI/UX', 'Design', 'Adobe Photoshop', 'Web-дизайн', 'Web Design', 'Дизайн интерфейсов', 'Веб-дизайн', 'Графический дизайн', 'Дизайн', 'Проектирование пользовательских интерфейсов', 'Adobe Illustrator', 'Креативность', 'SMM', 'Adobe Premier Pro', 'Обработка видео', 'Графические редакторы', 'Adobe After Effect']"
Дизайнер интерфейсов,https://hh.ru/vacancy/102374958,"['UX', 'UI', 'Web-дизайн', 'Adobe Photoshop', 'HTML5', 'Figma', 'Дизайн', 'HTML']"
Системный инженер,https://hh.ru/vacancy/99741054,"['Linux', 'PostgreSQL', 'CentOS', 'Администрирование серверов Linux', 'Техническая документация', 'Разработка инструкций', 'Разработка проектной документации']"
Системный инженер,https://hh.ru/vacancy/100730364,"['Администрирование сетевого оборудования', 'Администрирование серверов Windows', 'Active Directory', 'Настройка серверов', 'Информационная безопасность', 'Администрирование серверов']"
Системный инженер,https://hh.ru/vacancy/101354423,"['Linux', 'TCP/IP', 'VMware', 'KVM', 'LAN']"
Системный инженер,https://hh.ru/vacancy/102106044,"['Linux', 'Docker', 'DevOps', 'Nginx', 'Azure']"
Системный инженер,https://hh.ru/vacancy/102359232,"['Ansible', 'Puppet', 'Linux', 'vSphere', 'vCenter', 'ESXi', 'VMware']"
Системный инженер,https://hh.ru/vacancy/100330471,"['Администрирование сетевого оборудования', 'Настройка ПО', 'Настройка ПК', 'Настройка почтовых серверов', 'Настройка сетевых подключений', 'Администрирование серверов Linux', 'Администрирование серверов Windows', 'Информационные технологии', 'Коммуникабельность', 'Клиентоориентированность', 'Работа в команде']"
Системный инженер,https://hh.ru/vacancy/97042660,"['Администрирование серверов Windows', 'SQL Server', 'VMware', 'Hyper-V']"
Gamedev (разработчик игр),https://hh.ru/vacancy/100349218,"['Разработка', 'Perl']"
Gamedev (разработчик игр),https://hh.ru/vacancy/100745292,"['Figma', 'Adobe Photoshop', 'UI/UX']"
Gamedev (разработчик игр),https://hh.ru/vacancy/98313774,"['Python', 'C/C++']"
Gamedev (разработчик игр),https://hh.ru/vacancy/101319223,"['UX', 'UI']"
Gamedev (разработчик игр),https://hh.ru/vacancy/102358444,"['JavaScript', 'HTML', 'CSS', 'Node.js', 'Linux', 'HTML5', 'Git', 'Разработка компьютерных Игр', 'PixiJS', 'PHP', 'SQL', 'Yii2', 'PostgreSQL', 'Redis']"
Gamedev (разработчик игр),https://hh.ru/vacancy/102290238,"['Android', 'Функциональное тестирование', 'Test case', 'QA', 'Ручное тестирование', 'Gamedev', 'Unity', 'iOS']"
